report_date,primal_desc,choice_usd_per_kg,select_usd_per_kg
2019-01-02,Primal Plate,3.4039,3.4039
2019-01-03,Primal Plate,3.4313,3.4313
2019-01-04,Primal Plate,3.4216,3.4216
2019-01-07,Primal Plate,3.3343,3.3343
2019-01-08,Primal Plate,3.3484,3.3484
2019-01-09,Primal Plate,3.4335,3.4335
2019-01-10,Primal Plate,3.4196,3.4196
2019-01-11,Primal Plate,3.4416,3.4416
2019-01-14,Primal Plate,3.4505,3.4505
2019-01-15,Primal Plate,3.4544,3.4544
2019-01-16,Primal Plate,3.4542,3.4542
2019-01-17,Primal Plate,3.4544,3.4544
2019-01-18,Primal Plate,3.4379,3.4379
2019-01-21,Primal Plate,3.4432,3.4432
2019-01-22,Primal Plate,3.4851,3.4851
2019-01-23,Primal Plate,3.4727,3.4727
2019-01-24,Primal Plate,3.4427,3.4427
2019-01-25,Primal Plate,3.4551,3.4551
2019-01-28,Primal Plate,3.4666,3.4666
2019-01-29,Primal Plate,3.4696,3.4696
2019-01-30,Primal Plate,3.4959,3.4959
2019-01-31,Primal Plate,3.4813,3.4813
2019-02-01,Primal Plate,3.4683,3.4683
2019-02-04,Primal Plate,3.4877,3.4877
2019-02-05,Primal Plate,3.5217,3.5217
2019-02-06,Primal Plate,3.4974,3.4974
2019-02-07,Primal Plate,3.499,3.499
2019-02-08,Primal Plate,3.4884,3.4884
2019-02-11,Primal Plate,3.5071,3.5071
2019-02-12,Primal Plate,3.5439,3.5439
2019-02-13,Primal Plate,3.5336,3.5336
2019-02-14,Primal Plate,3.5223,3.5223
2019-02-15,Primal Plate,3.517,3.517
2019-02-18,Primal Plate,3.4789,3.4789
2019-02-19,Primal Plate,3.5087,3.5087
2019-02-20,Primal Plate,3.5208,3.5208
2019-02-21,Primal Plate,3.5265,3.5265
2019-02-22,Primal Plate,3.5358,3.5358
2019-02-25,Primal Plate,3.5111,3.5111
2019-02-26,Primal Plate,3.5212,3.5212
2019-02-27,Primal Plate,3.5115,3.5115
2019-02-28,Primal Plate,3.4857,3.4857
2019-03-01,Primal Plate,3.4763,3.4763
2019-03-04,Primal Plate,3.4897,3.4897
2019-03-05,Primal Plate,3.5975,3.5975
2019-03-06,Primal Plate,3.5739,3.5739
2019-03-07,Primal Plate,3.5532,3.5532
2019-03-08,Primal Plate,3.5528,3.5528
2019-03-11,Primal Plate,3.5755,3.5755
2019-03-12,Primal Plate,3.6379,3.6379
2019-03-13,Primal Plate,3.6742,3.6742
2019-03-14,Primal Plate,3.6495,3.6495
2019-03-15,Primal Plate,3.6628,3.6628
2019-03-18,Primal Plate,3.7302,3.7302
2019-03-19,Primal Plate,3.7053,3.7053
2019-03-20,Primal Plate,3.6489,3.6489
2019-03-21,Primal Plate,3.6872,3.6872
2019-03-22,Primal Plate,3.743,3.743
2019-03-25,Primal Plate,3.7767,3.7767
2019-03-26,Primal Plate,3.7723,3.7723
2019-03-27,Primal Plate,3.7518,3.7518
2019-03-28,Primal Plate,3.7205,3.7205
2019-03-29,Primal Plate,3.7218,3.7218
2019-04-01,Primal Plate,3.7077,3.7077
2019-04-02,Primal Plate,3.7097,3.7097
2019-04-03,Primal Plate,3.7814,3.7814
2019-04-04,Primal Plate,3.7712,3.7712
2019-04-05,Primal Plate,3.7827,3.7827
2019-04-08,Primal Plate,3.7754,3.7754
2019-04-09,Primal Plate,3.7988,3.7988
2019-04-10,Primal Plate,3.8003,3.8003
2019-04-11,Primal Plate,3.7829,3.7829
2019-04-12,Primal Plate,3.7966,3.7966
2019-04-15,Primal Plate,3.8118,3.8118
2019-04-16,Primal Plate,3.846,3.846
2019-04-17,Primal Plate,3.8457,3.8457
2019-04-18,Primal Plate,3.8206,3.8206
2019-04-19,Primal Plate,3.808,3.808
2019-04-22,Primal Plate,3.8616,3.8616
2019-04-23,Primal Plate,3.8473,3.8473
2019-04-24,Primal Plate,3.7798,3.7798
2019-04-25,Primal Plate,3.7739,3.7739
2019-04-26,Primal Plate,3.7767,3.7767
2019-04-29,Primal Plate,3.8063,3.8063
2019-04-30,Primal Plate,3.8402,3.8402
2019-05-01,Primal Plate,3.7397,3.7397
2019-05-02,Primal Plate,3.702,3.702
2019-05-03,Primal Plate,3.6879,3.6879
2019-05-06,Primal Plate,3.7393,3.7393
2019-05-07,Primal Plate,3.6167,3.6167
2019-05-08,Primal Plate,3.5706,3.5706
2019-05-09,Primal Plate,3.6209,3.6209
2019-05-10,Primal Plate,3.6293,3.6293
2019-05-13,Primal Plate,3.6722,3.6722
2019-05-14,Primal Plate,3.6938,3.6938
2019-05-15,Primal Plate,3.5711,3.5711
2019-05-16,Primal Plate,3.5234,3.5234
2019-05-17,Primal Plate,3.523,3.523
2019-05-20,Primal Plate,3.5669,3.5669
2019-05-21,Primal Plate,3.5466,3.5466
2019-05-22,Primal Plate,3.5543,3.5543
2019-05-23,Primal Plate,3.5995,3.5995
2019-05-24,Primal Plate,3.6002,3.6002
2019-05-28,Primal Plate,3.6204,3.6204
2019-05-29,Primal Plate,3.5755,3.5755
2019-05-30,Primal Plate,3.6017,3.6017
2019-05-31,Primal Plate,3.68,3.68
2019-06-03,Primal Plate,3.6323,3.6323
2019-06-04,Primal Plate,3.6158,3.6158
2019-06-05,Primal Plate,3.5982,3.5982
2019-06-06,Primal Plate,3.6279,3.6279
2019-06-07,Primal Plate,3.6515,3.6515
2019-06-10,Primal Plate,3.6676,3.6676
2019-06-11,Primal Plate,3.6786,3.6786
2019-06-12,Primal Plate,3.689,3.689
2019-06-13,Primal Plate,3.6716,3.6716
2019-06-14,Primal Plate,3.6736,3.6736
2019-06-17,Primal Plate,3.6813,3.6813
2019-06-18,Primal Plate,3.6476,3.6476
2019-06-19,Primal Plate,3.6381,3.6381
2019-06-20,Primal Plate,3.6407,3.6407
2019-06-21,Primal Plate,3.6705,3.6705
2019-06-24,Primal Plate,3.685,3.685
2019-06-25,Primal Plate,3.6506,3.6506
2019-06-26,Primal Plate,3.6365,3.6365
2019-06-27,Primal Plate,3.6414,3.6414
2019-06-28,Primal Plate,3.6811,3.6811
2019-07-01,Primal Plate,3.6844,3.6844
2019-07-02,Primal Plate,3.7309,3.7309
2019-07-03,Primal Plate,3.6498,3.6498
2019-07-05,Primal Plate,3.6083,3.6083
2019-07-08,Primal Plate,3.6193,3.6193
2019-07-09,Primal Plate,3.6487,3.6487
2019-07-10,Primal Plate,3.5982,3.5982
2019-07-11,Primal Plate,3.596,3.596
2019-07-12,Primal Plate,3.5865,3.5865
2019-07-15,Primal Plate,3.5733,3.5733
2019-07-16,Primal Plate,3.6894,3.6894
2019-07-17,Primal Plate,3.5298,3.5298
2019-07-18,Primal Plate,3.4992,3.4992
2019-07-19,Primal Plate,3.5122,3.5122
2019-07-22,Primal Plate,3.5272,3.5272
2019-07-23,Primal Plate,3.525,3.525
2019-07-24,Primal Plate,3.4943,3.4943
2019-07-25,Primal Plate,3.4758,3.4758
2019-07-26,Primal Plate,3.4661,3.4661
2019-07-29,Primal Plate,3.4782,3.4782
2019-07-30,Primal Plate,3.4939,3.4939
2019-07-31,Primal Plate,3.4388,3.4388
2019-08-01,Primal Plate,3.4172,3.4172
2019-08-02,Primal Plate,3.446,3.446
2019-08-05,Primal Plate,3.4555,3.4555
2019-08-06,Primal Plate,3.4472,3.4472
2019-08-07,Primal Plate,3.4125,3.4125
2019-08-08,Primal Plate,3.4236,3.4236
2019-08-09,Primal Plate,3.3887,3.3887
2019-08-12,Primal Plate,3.4366,3.4366
2019-08-13,Primal Plate,3.5554,3.5554
2019-08-14,Primal Plate,3.5276,3.5276
2019-08-15,Primal Plate,3.5636,3.5636
2019-08-16,Primal Plate,3.6736,3.6736
2019-08-19,Primal Plate,3.7181,3.7181
2019-08-20,Primal Plate,3.754,3.754
2019-08-21,Primal Plate,3.6725,3.6725
2019-08-22,Primal Plate,3.6707,3.6707
2019-08-23,Primal Plate,3.6989,3.6989
2019-08-26,Primal Plate,3.7177,3.7177
2019-08-27,Primal Plate,3.6617,3.6617
2019-08-28,Primal Plate,3.6544,3.6544
2019-08-29,Primal Plate,3.6196,3.6196
2019-08-30,Primal Plate,3.5662,3.5662
2019-09-03,Primal Plate,3.5808,3.5808
2019-09-04,Primal Plate,3.5735,3.5735
2019-09-05,Primal Plate,3.5457,3.5457
2019-09-06,Primal Plate,3.4441,3.4441
2019-09-09,Primal Plate,3.4231,3.4231
2019-09-10,Primal Plate,3.4167,3.4167
2019-09-11,Primal Plate,3.3773,3.3773
2019-09-12,Primal Plate,3.3967,3.3967
2019-09-13,Primal Plate,3.4006,3.4006
2019-09-16,Primal Plate,3.4039,3.4039
2019-09-17,Primal Plate,3.4101,3.4101
2019-09-18,Primal Plate,3.2787,3.2787
2019-09-19,Primal Plate,3.2348,3.2348
2019-09-20,Primal Plate,3.1982,3.1982
2019-09-23,Primal Plate,3.2095,3.2095
2019-09-24,Primal Plate,3.2077,3.2077
2019-09-25,Primal Plate,3.1782,3.1782
2019-09-26,Primal Plate,3.2128,3.2128
2019-09-27,Primal Plate,3.1969,3.1969
2019-09-30,Primal Plate,3.1193,3.1193
2019-10-01,Primal Plate,3.0777,3.0777
2019-10-02,Primal Plate,3.0633,3.0633
2019-10-03,Primal Plate,3.0281,3.0281
2019-10-04,Primal Plate,3.0172,3.0172
2019-10-07,Primal Plate,3.0067,3.0067
2019-10-08,Primal Plate,3.0355,3.0355
2019-10-09,Primal Plate,3.0148,3.0148
2019-10-10,Primal Plate,2.9972,2.9972
2019-10-11,Primal Plate,3.0106,3.0106
2019-10-14,Primal Plate,3.025,3.025
2019-10-15,Primal Plate,3.0865,3.0865
2019-10-16,Primal Plate,3.0633,3.0633
2019-10-17,Primal Plate,3.0607,3.0607
2019-10-18,Primal Plate,3.0852,3.0852
2019-10-21,Primal Plate,3.1176,3.1176
2019-10-22,Primal Plate,3.1892,3.1892
2019-10-23,Primal Plate,3.2302,3.2302
2019-10-24,Primal Plate,3.2223,3.2223
2019-10-25,Primal Plate,3.2128,3.2128
2019-10-28,Primal Plate,3.2388,3.2388
2019-10-29,Primal Plate,3.2668,3.2668
2019-10-30,Primal Plate,3.2849,3.2849
2019-10-31,Primal Plate,3.2977,3.2977
2019-11-01,Primal Plate,3.3175,3.3175
2019-11-04,Primal Plate,3.349,3.349
2019-11-05,Primal Plate,3.3748,3.3748
2019-11-06,Primal Plate,3.3982,3.3982
2019-11-07,Primal Plate,3.3887,3.3887
2019-11-08,Primal Plate,3.4145,3.4145
2019-11-11,Primal Plate,3.4804,3.4804
2019-11-12,Primal Plate,3.4939,3.4939
2019-11-13,Primal Plate,3.4928,3.4928
2019-11-14,Primal Plate,3.5007,3.5007
2019-11-15,Primal Plate,3.5351,3.5351
2019-11-18,Primal Plate,3.493,3.493
2019-11-19,Primal Plate,3.5122,3.5122
2019-11-20,Primal Plate,3.4778,3.4778
2019-11-21,Primal Plate,3.5283,3.5283
2019-11-22,Primal Plate,3.4884,3.4884
2019-11-25,Primal Plate,3.4615,3.4615
2019-11-26,Primal Plate,3.4661,3.4661
2019-11-27,Primal Plate,3.4813,3.4813
2019-11-29,Primal Plate,3.4943,3.4943
2019-12-02,Primal Plate,3.5225,3.5225
2019-12-03,Primal Plate,3.5036,3.5036
2019-12-04,Primal Plate,3.4586,3.4586
2019-12-05,Primal Plate,3.3614,3.3614
2019-12-06,Primal Plate,3.3524,3.3524
2019-12-09,Primal Plate,3.3393,3.3393
2019-12-10,Primal Plate,3.3186,3.3186
2019-12-11,Primal Plate,3.329,3.329
2019-12-12,Primal Plate,3.3169,3.3169
2019-12-13,Primal Plate,3.2844,3.2844
2019-12-16,Primal Plate,3.3043,3.3043
2019-12-17,Primal Plate,3.284,3.284
2019-12-18,Primal Plate,3.2024,3.2024
2019-12-19,Primal Plate,3.1736,3.1736
2019-12-20,Primal Plate,3.1738,3.1738
2019-12-23,Primal Plate,3.2148,3.2148
2019-12-26,Primal Plate,3.204,3.204
2019-12-27,Primal Plate,3.2309,3.2309
2019-12-30,Primal Plate,3.2439,3.2439
2019-12-31,Primal Plate,3.2472,3.2472
2020-01-02,Primal Plate,3.2736,3.2736
2020-01-03,Primal Plate,3.2829,3.2829
2020-01-06,Primal Plate,3.3023,3.3023
2020-01-07,Primal Plate,3.3263,3.3263
2020-01-08,Primal Plate,3.4114,3.4114
2020-01-09,Primal Plate,3.3896,3.3896
2020-01-10,Primal Plate,3.3592,3.3592
2020-01-13,Primal Plate,3.3775,3.3775
2020-01-14,Primal Plate,3.4381,3.4381
2020-01-15,Primal Plate,3.4216,3.4216
2020-01-16,Primal Plate,3.4167,3.4167
2020-01-17,Primal Plate,3.4231,3.4231
2020-01-20,Primal Plate,3.4372,3.4372
2020-01-21,Primal Plate,3.4544,3.4544
2020-01-22,Primal Plate,3.4099,3.4099
2020-01-23,Primal Plate,3.3795,3.3795
2020-01-24,Primal Plate,3.34,3.34
2020-01-27,Primal Plate,3.3548,3.3548
2020-01-28,Primal Plate,3.3755,3.3755
2020-01-29,Primal Plate,3.3451,3.3451
2020-01-30,Primal Plate,3.2862,3.2862
2020-01-31,Primal Plate,3.277,3.277
2020-02-03,Primal Plate,3.3001,3.3001
2020-02-04,Primal Plate,3.3032,3.3032
2020-02-05,Primal Plate,3.2293,3.2293
2020-02-06,Primal Plate,3.1861,3.1861
2020-02-07,Primal Plate,3.137,3.137
2020-02-10,Primal Plate,3.1206,3.1206
2020-02-11,Primal Plate,3.1255,3.1255
2020-02-12,Primal Plate,3.1405,3.1405
2020-02-13,Primal Plate,3.1381,3.1381
2020-02-14,Primal Plate,3.2121,3.2121
2020-02-17,Primal Plate,3.308,3.308
2020-02-18,Primal Plate,3.2953,3.2953
2020-02-19,Primal Plate,3.2121,3.2121
2020-02-20,Primal Plate,3.2018,3.2018
2020-02-21,Primal Plate,3.228,3.228
2020-02-24,Primal Plate,3.2077,3.2077
2020-02-25,Primal Plate,3.2192,3.2192
2020-02-26,Primal Plate,3.243,3.243
2020-02-27,Primal Plate,3.1793,3.1793
2020-02-28,Primal Plate,3.1837,3.1837
2020-03-02,Primal Plate,3.2644,3.2644
2020-03-03,Primal Plate,3.2706,3.2706
2020-03-04,Primal Plate,3.2423,3.2423
2020-03-05,Primal Plate,3.2675,3.2675
2020-03-06,Primal Plate,3.2781,3.2781
2020-03-09,Primal Plate,3.2514,3.2514
2020-03-10,Primal Plate,3.165,3.165
2020-03-11,Primal Plate,3.163,3.163
2020-03-12,Primal Plate,3.185,3.185
2020-03-13,Primal Plate,3.18,3.18
2020-03-16,Primal Plate,3.2761,3.2761
2020-03-17,Primal Plate,3.346,3.346
2020-03-18,Primal Plate,3.3409,3.3409
2020-03-19,Primal Plate,3.312,3.312
2020-03-20,Primal Plate,3.1273,3.1273
2020-03-23,Primal Plate,3.165,3.165
2020-03-24,Primal Plate,3.3299,3.3299
2020-03-25,Primal Plate,2.9105,2.9105
2020-03-26,Primal Plate,2.8731,2.8731
2020-03-27,Primal Plate,2.8318,2.8318
2020-03-30,Primal Plate,2.6949,2.6949
2020-03-31,Primal Plate,2.3041,2.3041
2020-04-01,Primal Plate,2.1819,2.1819
2020-04-02,Primal Plate,2.239,2.239
2020-04-03,Primal Plate,2.1272,2.1272
2020-04-06,Primal Plate,2.0457,2.0457
2020-04-07,Primal Plate,2.0957,2.0957
2020-04-08,Primal Plate,2.2121,2.2121
2020-04-09,Primal Plate,2.1272,2.1272
2020-04-10,Primal Plate,2.1685,2.1685
2020-04-13,Primal Plate,2.2573,2.2573
2020-04-14,Primal Plate,2.3052,2.3052
2020-04-15,Primal Plate,2.4972,2.4972
2020-04-16,Primal Plate,2.6431,2.6431
2020-04-17,Primal Plate,2.6971,2.6971
2020-04-20,Primal Plate,2.8515,2.8515
2020-04-21,Primal Plate,2.9723,2.9723
2020-04-22,Primal Plate,3.1936,3.1936
2020-04-23,Primal Plate,3.4064,3.4064
2020-04-24,Primal Plate,3.8826,3.8826
2020-04-27,Primal Plate,3.9355,3.9355
2020-04-28,Primal Plate,4.3116,4.3116
2020-04-29,Primal Plate,4.682,4.682
2020-04-30,Primal Plate,4.7675,4.7675
2020-05-01,Primal Plate,5.1749,5.1749
2020-05-04,Primal Plate,5.4875,5.4875
2020-05-05,Primal Plate,5.7766,5.7766
2020-05-06,Primal Plate,5.9931,5.9931
2020-05-07,Primal Plate,6.1333,6.1333
2020-05-08,Primal Plate,6.1809,6.1809
2020-05-11,Primal Plate,6.1899,6.1899
2020-05-12,Primal Plate,6.0219,6.0219
2020-05-13,Primal Plate,6.1361,6.1361
2020-05-14,Primal Plate,6.0905,6.0905
2020-05-15,Primal Plate,5.4514,5.4514
2020-05-18,Primal Plate,5.3513,5.3513
2020-05-19,Primal Plate,5.2186,5.2186
2020-05-20,Primal Plate,4.9079,4.9079
2020-05-21,Primal Plate,4.7265,4.7265
2020-05-22,Primal Plate,4.6127,4.6127
2020-05-26,Primal Plate,4.7906,4.7906
2020-05-27,Primal Plate,4.7179,4.7179
2020-05-28,Primal Plate,4.4417,4.4417
2020-05-29,Primal Plate,4.3508,4.3508
2020-06-01,Primal Plate,4.0843,4.0843
2020-06-02,Primal Plate,3.9813,3.9813
2020-06-03,Primal Plate,3.9053,3.9053
2020-06-04,Primal Plate,3.7062,3.7062
2020-06-05,Primal Plate,3.3105,3.3105
2020-06-08,Primal Plate,3.258,3.258
2020-06-09,Primal Plate,3.1257,3.1257
2020-06-10,Primal Plate,3.036,3.036
2020-06-11,Primal Plate,3.0245,3.0245
2020-06-12,Primal Plate,3.0755,3.0755
2020-06-15,Primal Plate,3.0461,3.0461
2020-06-16,Primal Plate,3.0188,3.0188
2020-06-17,Primal Plate,3.0735,3.0735
2020-06-18,Primal Plate,2.9441,2.9441
2020-06-19,Primal Plate,2.909,2.909
2020-06-22,Primal Plate,2.9438,2.9438
2020-06-23,Primal Plate,2.9088,2.9088
2020-06-24,Primal Plate,2.9097,2.9097
2020-06-25,Primal Plate,2.9194,2.9194
2020-06-26,Primal Plate,2.8748,2.8748
2020-06-29,Primal Plate,2.8515,2.8515
2020-06-30,Primal Plate,2.8173,2.8173
2020-07-01,Primal Plate,2.8043,2.8043
2020-07-02,Primal Plate,2.8041,2.8041
2020-07-06,Primal Plate,2.8188,2.8188
2020-07-07,Primal Plate,2.8477,2.8477
2020-07-08,Primal Plate,2.8208,2.8208
2020-07-09,Primal Plate,2.8246,2.8246
2020-07-10,Primal Plate,2.8078,2.8078
2020-07-13,Primal Plate,2.7725,2.7725
2020-07-14,Primal Plate,2.7833,2.7833
2020-07-15,Primal Plate,2.8027,2.8027
2020-07-16,Primal Plate,2.8411,2.8411
2020-07-17,Primal Plate,2.8645,2.8645
2020-07-20,Primal Plate,2.8698,2.8698
2020-07-21,Primal Plate,2.939,2.939
2020-07-22,Primal Plate,2.939,2.939
2020-07-23,Primal Plate,2.9531,2.9531
2020-07-24,Primal Plate,2.9255,2.9255
2020-07-27,Primal Plate,2.9405,2.9405
2020-07-28,Primal Plate,3.0318,3.0318
2020-07-29,Primal Plate,3.0318,3.0318
2020-07-30,Primal Plate,3.0186,3.0186
2020-07-31,Primal Plate,3.0217,3.0217
2020-08-03,Primal Plate,3.0455,3.0455
2020-08-04,Primal Plate,3.0406,3.0406
2020-08-05,Primal Plate,3.053,3.053
2020-08-06,Primal Plate,3.0393,3.0393
2020-08-07,Primal Plate,3.0644,3.0644
2020-08-10,Primal Plate,3.1949,3.1949
2020-08-11,Primal Plate,3.0472,3.0472
2020-08-12,Primal Plate,3.0649,3.0649
2020-08-13,Primal Plate,3.0743,3.0743
2020-08-14,Primal Plate,3.0269,3.0269
2020-08-17,Primal Plate,3.0578,3.0578
2020-08-18,Primal Plate,3.0995,3.0995
2020-08-19,Primal Plate,3.103,3.103
2020-08-20,Primal Plate,3.0543,3.0543
2020-08-21,Primal Plate,3.0624,3.0624
2020-08-24,Primal Plate,3.1052,3.1052
2020-08-25,Primal Plate,3.118,3.118
2020-08-26,Primal Plate,3.1429,3.1429
2020-08-27,Primal Plate,3.1215,3.1215
2020-08-28,Primal Plate,3.1259,3.1259
2020-08-31,Primal Plate,3.155,3.155
2020-09-01,Primal Plate,3.1592,3.1592
2020-09-02,Primal Plate,3.1367,3.1367
2020-09-03,Primal Plate,3.1204,3.1204
2020-09-04,Primal Plate,3.1222,3.1222
2020-09-08,Primal Plate,3.1259,3.1259
2020-09-09,Primal Plate,3.1149,3.1149
2020-09-10,Primal Plate,3.0728,3.0728
2020-09-11,Primal Plate,2.9939,2.9939
2020-09-14,Primal Plate,2.9727,2.9727
2020-09-15,Primal Plate,3.0869,3.0869
2020-09-16,Primal Plate,3.0611,3.0611
2020-09-17,Primal Plate,3.0598,3.0598
2020-09-18,Primal Plate,3.0331,3.0331
2020-09-21,Primal Plate,3.019,3.019
2020-09-22,Primal Plate,3.0926,3.0926
2020-09-23,Primal Plate,3.0814,3.0814
2020-09-24,Primal Plate,3.0849,3.0849
2020-09-25,Primal Plate,3.0741,3.0741
2020-09-28,Primal Plate,3.0622,3.0622
2020-09-29,Primal Plate,3.025,3.025
2020-09-30,Primal Plate,2.9873,2.9873
2020-10-01,Primal Plate,2.9286,2.9286
2020-10-02,Primal Plate,2.9388,2.9388
2020-10-05,Primal Plate,2.9306,2.9306
2020-10-06,Primal Plate,2.8731,2.8731
2020-10-07,Primal Plate,2.9588,2.9588
2020-10-08,Primal Plate,2.9002,2.9002
2020-10-09,Primal Plate,2.8519,2.8519
2020-10-12,Primal Plate,2.8737,2.8737
2020-10-13,Primal Plate,2.8543,2.8543
2020-10-14,Primal Plate,2.8557,2.8557
2020-10-15,Primal Plate,2.8248,2.8248
2020-10-16,Primal Plate,2.7992,2.7992
2020-10-19,Primal Plate,2.8645,2.8645
